ID,Specialty,Theme,Article,German,Vietnamese,Example_DE,Example_VI,Level
"expanded-restaurant-1068","restaurant","weinservice","","dekantieren im Weinservice","rót rượu sang bình để thở trong phục vụ rượu vang","Die Wendung „dekantieren im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rót rượu sang bình để thở trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1069","restaurant","weinservice","","Weinglas im Weinservice","ly rượu vang trong phục vụ rượu vang","Die Wendung „Weinglas im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “ly rượu vang trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1070","restaurant","weinservice","","Korkenzieher im Weinservice","dụng cụ mở nút chai trong phục vụ rượu vang","Die Wendung „Korkenzieher im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “dụng cụ mở nút chai trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1071","restaurant","fruehstueck","","Frühstücksbuffet im Weinservice","quầy buffet sáng trong phục vụ rượu vang","Die Wendung „Frühstücksbuffet im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “quầy buffet sáng trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1072","restaurant","fruehstueck","","Kaffeemaschine im Weinservice","máy pha cà phê trong phục vụ rượu vang","Die Wendung „Kaffeemaschine im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “máy pha cà phê trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1073","restaurant","fruehstueck","","Espresso im Weinservice","cà phê espresso trong phục vụ rượu vang","Die Wendung „Espresso im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “cà phê espresso trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1074","restaurant","fruehstueck","","Cappuccino im Weinservice","cà phê cappuccino trong phục vụ rượu vang","Die Wendung „Cappuccino im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “cà phê cappuccino trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1075","restaurant","fruehstueck","","Milchschaum im Weinservice","bọt sữa trong phục vụ rượu vang","Die Wendung „Milchschaum im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bọt sữa trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1076","restaurant","fruehstueck","","Kännchen im Weinservice","bình nhỏ đựng trà hoặc cà phê trong phục vụ rượu vang","Die Wendung „Kännchen im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bình nhỏ đựng trà hoặc cà phê trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1077","restaurant","fruehstueck","","Brotkorb im Weinservice","giỏ bánh mì trong phục vụ rượu vang","Die Wendung „Brotkorb im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “giỏ bánh mì trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1078","restaurant","fruehstueck","","Frühstücksei im Weinservice","trứng ăn sáng trong phục vụ rượu vang","Die Wendung „Frühstücksei im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “trứng ăn sáng trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1079","restaurant","fruehstueck","","nachfüllen im Weinservice","châm thêm, bổ sung trong phục vụ rượu vang","Die Wendung „nachfüllen im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “châm thêm, bổ sung trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1080","restaurant","fruehstueck","","abservieren im Weinservice","dọn đồ ăn khỏi bàn trong phục vụ rượu vang","Die Wendung „abservieren im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “dọn đồ ăn khỏi bàn trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1081","restaurant","servieretikette","","Servierregel im Weinservice","quy tắc phục vụ trong phục vụ rượu vang","Die Wendung „Servierregel im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “quy tắc phục vụ trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1082","restaurant","servieretikette","","Servierseite im Weinservice","phía phục vụ món trong phục vụ rượu vang","Die Wendung „Servierseite im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “phía phục vụ món trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1083","restaurant","servieretikette","","Vorleger im Weinservice","bộ dụng cụ gắp chia món trong phục vụ rượu vang","Die Wendung „Vorleger im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bộ dụng cụ gắp chia món trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1084","restaurant","servieretikette","","Servierplatte im Weinservice","đĩa lớn phục vụ trong phục vụ rượu vang","Die Wendung „Servierplatte im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “đĩa lớn phục vụ trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1085","restaurant","servieretikette","","Tischordnung im Weinservice","quy cách sắp xếp bàn trong phục vụ rượu vang","Die Wendung „Tischordnung im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “quy cách sắp xếp bàn trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1086","restaurant","servieretikette","","Besteckfolge im Weinservice","thứ tự sử dụng dao nĩa trong phục vụ rượu vang","Die Wendung „Besteckfolge im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thứ tự sử dụng dao nĩa trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1087","restaurant","servieretikette","","Glaspolitur im Weinservice","việc đánh bóng ly trong phục vụ rượu vang","Die Wendung „Glaspolitur im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “việc đánh bóng ly trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1088","restaurant","servieretikette","","Gästewunsch im Weinservice","yêu cầu của khách trong phục vụ rượu vang","Die Wendung „Gästewunsch im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “yêu cầu của khách trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1089","restaurant","servieretikette","","diskret im Weinservice","kín đáo, tế nhị trong phục vụ rượu vang","Die Wendung „diskret im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “kín đáo, tế nhị trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1090","restaurant","servieretikette","","Abräumregel im Weinservice","quy tắc dọn bàn trong phục vụ rượu vang","Die Wendung „Abräumregel im Weinservice“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “quy tắc dọn bàn trong phục vụ rượu vang” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1091","restaurant","gastempfang","","begrüßen fachgerecht verwenden","chào đón sử dụng đúng nghiệp vụ","Die Wendung „begrüßen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “chào đón sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1092","restaurant","gastempfang","","Reservierung fachgerecht verwenden","đặt bàn sử dụng đúng nghiệp vụ","Die Wendung „Reservierung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “đặt bàn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1093","restaurant","gastempfang","","Speisekarte fachgerecht verwenden","thực đơn sử dụng đúng nghiệp vụ","Die Wendung „Speisekarte fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thực đơn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1094","restaurant","gastempfang","","Platz nehmen fachgerecht verwenden","mời ngồi sử dụng đúng nghiệp vụ","Die Wendung „Platz nehmen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “mời ngồi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1095","restaurant","bestellung","","die Bestellung aufnehmen fachgerecht verwenden","nhận gọi món sử dụng đúng nghiệp vụ","Die Wendung „die Bestellung aufnehmen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “nhận gọi món sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1096","restaurant","bestellung","","Tagesgericht fachgerecht verwenden","món trong ngày sử dụng đúng nghiệp vụ","Die Wendung „Tagesgericht fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “món trong ngày sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1097","restaurant","bestellung","","Vorspeise fachgerecht verwenden","món khai vị sử dụng đúng nghiệp vụ","Die Wendung „Vorspeise fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “món khai vị sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1098","restaurant","bestellung","","Hauptgang fachgerecht verwenden","món chính sử dụng đúng nghiệp vụ","Die Wendung „Hauptgang fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “món chính sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1099","restaurant","bestellung","","Nachtisch fachgerecht verwenden","món tráng miệng sử dụng đúng nghiệp vụ","Die Wendung „Nachtisch fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “món tráng miệng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1100","restaurant","service","","servieren fachgerecht verwenden","phục vụ món sử dụng đúng nghiệp vụ","Die Wendung „servieren fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “phục vụ món sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1101","restaurant","service","","abräumen fachgerecht verwenden","dọn bàn sử dụng đúng nghiệp vụ","Die Wendung „abräumen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “dọn bàn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1102","restaurant","service","","Besteck fachgerecht verwenden","bộ dao nĩa sử dụng đúng nghiệp vụ","Die Wendung „Besteck fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bộ dao nĩa sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1103","restaurant","service","","Tablett fachgerecht verwenden","khay phục vụ sử dụng đúng nghiệp vụ","Die Wendung „Tablett fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “khay phục vụ sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1104","restaurant","getraenke","","stilles Wasser fachgerecht verwenden","nước không ga sử dụng đúng nghiệp vụ","Die Wendung „stilles Wasser fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “nước không ga sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1105","restaurant","getraenke","","Hauswein fachgerecht verwenden","rượu vang của nhà hàng sử dụng đúng nghiệp vụ","Die Wendung „Hauswein fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rượu vang của nhà hàng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1106","restaurant","getraenke","","Bier vom Fass fachgerecht verwenden","bia tươi từ vòi sử dụng đúng nghiệp vụ","Die Wendung „Bier vom Fass fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bia tươi từ vòi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1107","restaurant","getraenke","","einschenken fachgerecht verwenden","rót đồ uống sử dụng đúng nghiệp vụ","Die Wendung „einschenken fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rót đồ uống sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1108","restaurant","abrechnung","","Rechnung fachgerecht verwenden","hóa đơn sử dụng đúng nghiệp vụ","Die Wendung „Rechnung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “hóa đơn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1109","restaurant","abrechnung","","Trinkgeld fachgerecht verwenden","tiền boa sử dụng đúng nghiệp vụ","Die Wendung „Trinkgeld fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “tiền boa sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1110","restaurant","abrechnung","","Reklamation fachgerecht verwenden","lời phàn nàn, khiếu nại sử dụng đúng nghiệp vụ","Die Wendung „Reklamation fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “lời phàn nàn, khiếu nại sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1111","restaurant","gastempfang","","Empfang fachgerecht verwenden","sự tiếp đón, quầy tiếp tân sử dụng đúng nghiệp vụ","Die Wendung „Empfang fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “sự tiếp đón, quầy tiếp tân sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1112","restaurant","gastempfang","","Garderobe fachgerecht verwenden","nơi gửi áo khoác sử dụng đúng nghiệp vụ","Die Wendung „Garderobe fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “nơi gửi áo khoác sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1113","restaurant","gastempfang","","Stammgast fachgerecht verwenden","khách quen sử dụng đúng nghiệp vụ","Die Wendung „Stammgast fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “khách quen sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1114","restaurant","gastempfang","","begleiten fachgerecht verwenden","dẫn, đưa (khách) đi sử dụng đúng nghiệp vụ","Die Wendung „begleiten fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “dẫn, đưa (khách) đi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1115","restaurant","gastempfang","","willkommen heißen fachgerecht verwenden","chào đón sử dụng đúng nghiệp vụ","Die Wendung „willkommen heißen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “chào đón sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1116","restaurant","gastempfang","","Fensterplatz fachgerecht verwenden","chỗ ngồi cạnh cửa sổ sử dụng đúng nghiệp vụ","Die Wendung „Fensterplatz fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “chỗ ngồi cạnh cửa sổ sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1117","restaurant","gastempfang","","Wartezeit fachgerecht verwenden","thời gian chờ sử dụng đúng nghiệp vụ","Die Wendung „Wartezeit fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thời gian chờ sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1118","restaurant","gastempfang","","Eingang fachgerecht verwenden","lối vào sử dụng đúng nghiệp vụ","Die Wendung „Eingang fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “lối vào sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1119","restaurant","bestellung","","empfehlen fachgerecht verwenden","gợi ý, giới thiệu (món) sử dụng đúng nghiệp vụ","Die Wendung „empfehlen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “gợi ý, giới thiệu (món) sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1120","restaurant","bestellung","","Empfehlung fachgerecht verwenden","món được gợi ý sử dụng đúng nghiệp vụ","Die Wendung „Empfehlung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “món được gợi ý sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1121","restaurant","bestellung","","Sonderwunsch fachgerecht verwenden","yêu cầu đặc biệt sử dụng đúng nghiệp vụ","Die Wendung „Sonderwunsch fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “yêu cầu đặc biệt sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1122","restaurant","bestellung","","Portion fachgerecht verwenden","phần ăn sử dụng đúng nghiệp vụ","Die Wendung „Portion fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “phần ăn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1123","restaurant","bestellung","","bestellen fachgerecht verwenden","gọi món, đặt món sử dụng đúng nghiệp vụ","Die Wendung „bestellen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “gọi món, đặt món sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1124","restaurant","bestellung","","Auswahl fachgerecht verwenden","sự lựa chọn, thực đơn đa dạng sử dụng đúng nghiệp vụ","Die Wendung „Auswahl fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “sự lựa chọn, thực đơn đa dạng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1125","restaurant","service","","Teller fachgerecht verwenden","cái đĩa sử dụng đúng nghiệp vụ","Die Wendung „Teller fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “cái đĩa sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1126","restaurant","service","","Serviette fachgerecht verwenden","khăn ăn sử dụng đúng nghiệp vụ","Die Wendung „Serviette fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “khăn ăn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1127","restaurant","service","","Tischdecke fachgerecht verwenden","khăn trải bàn sử dụng đúng nghiệp vụ","Die Wendung „Tischdecke fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “khăn trải bàn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1128","restaurant","service","","Gedeck fachgerecht verwenden","bộ đồ ăn dọn sẵn cho một người sử dụng đúng nghiệp vụ","Die Wendung „Gedeck fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bộ đồ ăn dọn sẵn cho một người sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1129","restaurant","service","","auftragen fachgerecht verwenden","mang món ăn ra bàn sử dụng đúng nghiệp vụ","Die Wendung „auftragen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “mang món ăn ra bàn sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1130","restaurant","service","","nachschenken fachgerecht verwenden","rót thêm sử dụng đúng nghiệp vụ","Die Wendung „nachschenken fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rót thêm sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1131","restaurant","service","","Kerze fachgerecht verwenden","cây nến sử dụng đúng nghiệp vụ","Die Wendung „Kerze fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “cây nến sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1132","restaurant","service","","Untersetzer fachgerecht verwenden","miếng lót ly/nồi sử dụng đúng nghiệp vụ","Die Wendung „Untersetzer fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “miếng lót ly/nồi sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1133","restaurant","getraenke","","Sprudelwasser fachgerecht verwenden","nước có ga sử dụng đúng nghiệp vụ","Die Wendung „Sprudelwasser fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “nước có ga sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1134","restaurant","getraenke","","Weißwein fachgerecht verwenden","rượu vang trắng sử dụng đúng nghiệp vụ","Die Wendung „Weißwein fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rượu vang trắng sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1135","restaurant","getraenke","","Rotwein fachgerecht verwenden","rượu vang đỏ sử dụng đúng nghiệp vụ","Die Wendung „Rotwein fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rượu vang đỏ sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1136","restaurant","getraenke","","Weinkarte fachgerecht verwenden","danh mục rượu vang sử dụng đúng nghiệp vụ","Die Wendung „Weinkarte fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “danh mục rượu vang sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1137","restaurant","getraenke","","Schorle fachgerecht verwenden","đồ uống pha nước ép hoặc vang với nước có ga sử dụng đúng nghiệp vụ","Die Wendung „Schorle fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “đồ uống pha nước ép hoặc vang với nước có ga sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1138","restaurant","getraenke","","Sekt fachgerecht verwenden","rượu vang sủi (Đức) sử dụng đúng nghiệp vụ","Die Wendung „Sekt fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “rượu vang sủi (Đức) sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1139","restaurant","getraenke","","Krug fachgerecht verwenden","bình (đựng nước, bia) sử dụng đúng nghiệp vụ","Die Wendung „Krug fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “bình (đựng nước, bia) sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1140","restaurant","getraenke","","Aperitif fachgerecht verwenden","đồ uống khai vị sử dụng đúng nghiệp vụ","Die Wendung „Aperitif fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “đồ uống khai vị sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
"expanded-restaurant-1141","restaurant","abrechnung","","bezahlen fachgerecht verwenden","thanh toán, trả tiền sử dụng đúng nghiệp vụ","Die Wendung „bezahlen fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thanh toán, trả tiền sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1142","restaurant","abrechnung","","Quittung fachgerecht verwenden","biên lai sử dụng đúng nghiệp vụ","Die Wendung „Quittung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “biên lai sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B1"
"expanded-restaurant-1143","restaurant","abrechnung","","Wechselgeld fachgerecht verwenden","tiền thối lại sử dụng đúng nghiệp vụ","Die Wendung „Wechselgeld fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “tiền thối lại sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","A2"
"expanded-restaurant-1144","restaurant","abrechnung","","Barzahlung fachgerecht verwenden","thanh toán bằng tiền mặt sử dụng đúng nghiệp vụ","Die Wendung „Barzahlung fachgerecht verwenden“ gehört zum Fachwortschatz Restaurantfachkraft.","Cụm “thanh toán bằng tiền mặt sử dụng đúng nghiệp vụ” thuộc từ vựng chuyên ngành Nghiệp vụ nhà hàng.","B2"
